dice,mse
0.5280761386811693,0.048394861536724586
0.6079969389707289,0.05225295678252831
0.7382509811814431,0.04112580917680749
0.47505702667856786,0.0636637051113932
0.6902583693575952,0.04169550200394584
0.6605388843831667,0.04807833279212002
0.5931331275142671,0.05870085401339053
0.7361604345101316,0.03879190421336811
0.65,0.03504789638004238
0.6093414459556192,0.051791507297188594
0.7885123492245836,0.02916910691873139
0.5654598418643363,0.0644957990711825
0.7403379867744305,0.02464642887856091
0.7042834379979379,0.04571687047403062
0.5630440887391183,0.04432655939250893
0.5585866458820473,0.04836783778188484
0.5879396984924623,0.05337804608719522
0.7630640813842274,0.04135004480755922
0.6878293601003764,0.0379236928355394
0.5081329842101087,0.07463039225584199
0.6771037181996086,0.03271551932830051
0.7638937231697412,0.030542411312884005
0.8293838862559242,0.015569240558899643
0.6702944942381562,0.043687360827623645
0.6628474432420963,0.04529484171449276
0.6308284291534632,0.048435425829620966
0.7654998856097003,0.031052399422067275
0.6388635475042357,0.041728843799107344
0.6426146010186757,0.0593640115983891
0.42973952625811346,0.0818922766365415
0.47196765498652293,0.05273398261611354
0.7012456606085359,0.04179872811588465
0.6841097638800255,0.04173696530680773
0.7362463210323749,0.03636380815090927
0.546078992558672,0.05471602429521481
0.7030817858553932,0.0453012354853049
0.7731577731577731,0.03090738540924407
0.7050410316529895,0.039670553826564536
0.6386534269798982,0.044633526470484845
0.5944161738412873,0.04464037486808037
0.7180641530669668,0.045497534848714286
0.40423085766842953,0.06837440947262918
0.6617305779644159,0.04642278103651261
0.5256194058892204,0.054177220618445085
0.6385975896071373,0.03173135075988956
0.5586981790003874,0.06203413688385791
0.6948369206391126,0.03624096131500704
0.7374588062980593,0.035703683661558676
0.6549197487787858,0.059602764045098205
0.4432704811443433,0.08441234320340989
0.7521706304265761,0.039587178074477314
0.7894852135815992,0.03270612279111063
0.762481089258699,0.03512419079221808
0.7112275108175814,0.035824225625658096
0.7276473011948908,0.04038823162378898
0.5049039365847104,0.050932443571534744
0.5869367614595508,0.043662816620098285
0.5476577139287945,0.05167257535099238
0.5862824929533355,0.057239092154367094
0.7606244579358196,0.023029275789124778
0.6303662381760854,0.04454342630082831
0.6331833060556464,0.0479109429629137
0.64793558334761,0.057930921042519755
0.66722636163291,0.043528899319451794
0.6305642188829034,0.03653629289517189
0.6825336859337615,0.039549911130458686
0.5989141027425867,0.0457514317293981
0.6791574537414174,0.04132830075195296
0.41924095322153576,0.07229014886642073
0.5848652306304274,0.051397524913433044
0.7071823204419889,0.046249535478662625
0.4172312412118113,0.05976406846544807
0.7259301334848055,0.0473262447639248
0.5437376777005292,0.0530419580491384
0.6267869535045107,0.03688728128191222
0.55328418230563,0.07050685763727985
0.6239136160126416,0.04313231986959966
0.6625491297024144,0.04999667832968003
0.816708365060372,0.026869593331916408
0.693484419263456,0.05440042692129473
