dice,mse
0.8,0.042011553786469154
0.8247422680412371,0.03822220604180496
0.8949152542372881,0.0307982871804839
0.8529411764705882,0.030266646094809675
0.7066666666666667,0.047493998130620954
0.6896551724137931,0.06660407877498163
0.592274678111588,0.04658698558933608
0.6419753086419753,0.04068855260505307
0.8585858585858586,0.03344010400580043
0.9294871794871795,0.017507118497714386
0.6326530612244898,0.06387148727991648
0.609375,0.05578104454722933
0.7344632768361582,0.05504837664227624
0.757679180887372,0.07888514927531413
0.8078817733990148,0.032065964635280095
0.7633587786259542,0.022745619795266882
0.7182320441988951,0.10436114941878925
0.85,0.03035481818009224
0.819672131147541,0.02822354961185663
0.5209003215434084,0.1430732425865567
0.8877005347593583,0.017133510690430922
0.926829268292683,0.01872991887197519
0.8537313432835821,0.04503026808439707
0.8863636363636364,0.03420182254181327
0.924187725631769,0.029133751119911084
0.7091633466135459,0.06674830836190809
0.7669172932330827,0.0228248030779905
0.9219330855018587,0.029688645048911937
0.5154639175257731,0.08606503600593873
0.9152542372881356,0.03208083346846627
0.8220338983050848,0.04573972813529466
0.7894736842105263,0.03844128420314628
0.632768361581921,0.05660615972686242
0.7878787878787878,0.05258135004631437
0.664179104477612,0.08923550669233754
0.9261744966442953,0.03235651855611432
0.8640483383685801,0.050676918722652814
0.7578947368421053,0.047085577764133
0.9791044776119403,0.018845703939624366
0.7859237536656891,0.055348087357820194
0.7142857142857143,0.03496340061650391
0.6824644549763034,0.048813076669586564
0.851063829787234,0.025924637239843694
0.9166666666666666,0.027129624243732085
0.6179775280898876,0.06775420717015317
0.7043478260869566,0.06796181649576602
0.8780487804878049,0.032102574870431375
0.8253968253968254,0.03110190691183847
0.759075907590759,0.056678309153773664
0.7801418439716312,0.022831609968943668
0.8596491228070176,0.03952049897364398
0.717948717948718,0.10846015206846338
0.92,0.01313434002524643
0.7665198237885462,0.04597654365640763
0.865934065934066,0.04834945608574156
0.7982456140350878,0.02809153857141619
0.9596774193548387,0.019610872777104712
0.509090909090909,0.06399730252860718
0.6358381502890174,0.047529558899357324
0.7784431137724551,0.02612336139692302
0.6816143497757847,0.06494007447601305
0.8898678414096917,0.024849470338272513
0.6736842105263158,0.053290919388078235
0.8229665071770335,0.03686341981362802
0.7698412698412699,0.049435246762081
0.7808764940239044,0.0593808432780734
0.8,0.04239867644840013
0.85625,0.03377525682057297
0.9154013015184381,0.03555775028899685
0.7280334728033473,0.06654618882900681
0.7307692307692307,0.046386930743399446
0.7777777777777778,0.0455525438545047
0.8167539267015707,0.027951723899628605
0.7627118644067796,0.05444803868439856
0.9070294784580499,0.0416152640770941
0.8756476683937824,0.05861764967763761
0.7563025210084033,0.041834859428457646
0.7358490566037735,0.030470329461033466
0.9152542372881356,0.0281995792900189
0.7927927927927928,0.05141675340563923
0.8246445497630331,0.038163125037288
0.9502762430939227,0.011710463285923787
0.7050359712230215,0.07676026855358416
0.822429906542056,0.040279916264382425
0.8243243243243243,0.0543770435244761
0.8157099697885196,0.051439543140941915
0.648,0.07396206270425829
0.9407894736842105,0.02651700165004057
0.8284023668639053,0.025105155941702928
0.751131221719457,0.03664753598482763
0.8951612903225806,0.035197494165988476
0.5786802030456852,0.06579678540244202
0.6470588235294118,0.10485257848980242
0.8057553956834532,0.02346883590239216
