,dice,mse
0,0.9878405417885178,315.3356
1,0.3597985128328136,10041.329
2,0.7034012198904166,10955.848
3,0.5324532453245324,6662.978
4,0.6881147540983606,6026.273
5,0.43941625384924354,16438.547
6,0.513217130324368,16321.563
7,0.9454962707974757,1488.5654
8,0.8179271708683473,3436.954
9,0.4994388327721661,10242.553
10,0.3515864265588632,20490.604
11,0.8040016333197223,3487.4412
12,0.47898532703307634,16346.127
13,0.5130718954248366,11695.562
14,0.5757949984563137,10645.24
15,0.5088874259381172,5597.7246
16,0.7692992213570634,4087.1594
17,0.947136563876652,282.15558
18,0.6503800217155266,7472.4453
19,0.8351818988464951,5869.0967
20,0.7212121212121212,12354.69
21,0.27874933757286696,10473.519
22,0.49863611565739224,3442.6208
23,0.980497646267653,96.96332
24,0.6220187906528547,12013.006
25,0.6599568655643422,3740.9932
26,0.7050666666666666,1840.1084
27,0.9943805191329944,82.46688
28,0.42862791617240015,11450.818
29,0.05511811023622047,9282.523
30,0.5937859608745685,6708.126
31,0.6732533521524348,10858.855
32,0.3219257540603248,8984.075
33,0.6559507523939808,3996.3098
34,0.9612950699043414,1023.59143
35,0.23919549862324913,25076.516
36,0.8247180451127819,5448.1035
37,0.3386535113174695,17972.096
38,0.522476403775396,11496.153
39,0.7361008154188288,2587.205
40,0.6390293225480284,4241.7505
41,0.2560692747796505,19021.027
42,0.5359187010863217,15196.715
43,0.5146324054246967,5203.086
44,0.9667616334283001,420.86823
45,0.828774062816616,2601.1636
46,0.34007257646448935,14943.39
47,0.48843747166046975,22201.293
48,0.9840623940318752,170.46295
49,0.7962356792144026,1750.899
50,0.17942028985507247,22050.703
51,0.8764044943820225,3425.4517
52,0.823417193275307,5548.723
53,0.4223995945774737,17675.16
54,0.50125,6071.966
55,0.6910651186269561,4555.075
56,0.7994470972606182,6110.358
57,0.5325399776868724,9643.02
58,0.642169419662574,15792.452
59,0.6132116471099522,6750.239
60,0.5201374570446735,13566.186
61,0.3924050632911392,8184.1846
62,0.9944815567818762,147.90189
63,0.868064952638701,3089.0
64,0.989724619810933,384.11224
65,0.3107856522278764,21438.684
66,0.4437774186100208,9399.464
67,0.6822675005043373,6094.8438
68,0.9533527696793003,219.49527
69,0.5455025059351095,6497.6357
70,0.3337538708567496,22818.672
71,0.5104813664596274,9825.41
72,0.8287461773700305,3527.8528
73,0.6135517498138496,3577.665
74,0.428933367114264,17656.248
75,0.22335423197492163,15450.517
76,0.5068788330847008,11746.923
77,0.6727743477394941,6328.1953
78,0.6390870185449358,5980.0635
79,0.4533196088522903,20839.441
80,0.7763522884882108,5068.994
81,0.9848901098901099,134.24248
82,0.33809633556118923,22747.86
83,0.8030634573304157,2844.9934
84,0.6173212487411883,14726.523
85,0.244140625,3007.9688
86,0.27772312016865774,20236.703
87,0.8464473056747734,2343.7183
88,0.7989035634188886,2905.0679
89,0.47629310344827586,13375.779
90,0.3214035087719298,3798.607
91,0.40831348776791515,10542.452
92,0.4187219730941704,24319.582
93,0.4395324123273114,10076.556
94,0.637830415379334,8091.6255
95,0.5141938939475094,6636.7896
96,0.47533414337788576,17131.953
97,0.5807152951407761,14639.498
98,0.37026683608640404,18806.857
99,0.4376430895288589,18152.188
100,0.7364121184613639,9180.97
101,0.6336783640494824,5756.8716
102,0.6458249832999332,10461.566
103,0.5962596259625963,9889.805
104,0.12709030100334448,11916.026
105,0.8982113821138211,1220.3032
106,0.6228033472803347,14274.103
107,0.7856460635830264,5613.425
108,0.36012207527975587,19585.848
109,0.7948384701076866,8660.498
110,0.835010593220339,4771.095
111,0.8210293914723333,4851.497
112,0.7003561887800535,5205.002
113,0.5432185523541813,15260.209
114,0.3770889872875304,17183.08
115,0.8682906688687035,2509.6296
116,0.682991237546513,10433.248
117,0.712468193384224,9569.941
118,0.5140350877192983,4360.2925
119,0.26436781609195403,18925.775
120,0.9928732835042586,138.03624
121,0.27400641816835347,23084.615
122,0.3226467574293661,18005.783
123,0.7415125466701398,11797.365
124,0.7615010597182397,7379.0537
125,0.7050847457627119,4814.159
126,0.5847654435671157,6550.3687
127,0.3525150905432596,12384.73
128,0.8591123473213206,4620.055
129,0.5368289637952559,4399.0083
130,0.47646310432569977,6427.6846
131,0.7235031970548343,5460.278
132,0.3950617283950617,9536.756
133,0.39445300462249616,7777.726
134,0.33975563909774437,10898.571
135,0.5053245805981036,13012.43
136,0.966046511627907,567.81836
137,0.5654984688669615,5069.6465
138,0.9427489418578748,935.18414
139,0.727921923351583,4391.628
140,0.6979472140762464,6123.272
141,0.35698873171901224,20866.402
142,0.677570093457944,3663.2598
143,0.9757489300998573,134.96944
144,0.8016877637130801,3308.269
145,0.5205724508050089,6085.6064
146,0.7248171074845244,5566.986
147,0.337037037037037,16878.477
148,0.8295093540416519,1876.5736
149,0.990582191780822,73.32101
150,0.7787223706582463,3564.5286
151,0.5840268021182319,15043.447
152,0.6288860103626943,8548.6455
153,0.9812212915428262,1059.3994
154,0.8997751745355579,3335.9985
155,0.4841634023503078,17824.332
156,0.4329041487839771,15466.199
157,0.5734980826587133,3362.141
158,0.5109793588054458,17273.416
159,0.8345063342047054,3261.251
160,0.4674704276615105,18299.754
161,0.47725072604065827,4183.06
162,0.41346153846153844,7938.867
163,0.3173168411037108,10737.961
164,0.3228346456692913,16639.314
165,0.9730788056779246,183.58722
166,0.5942333869570597,12581.642
167,0.8323569175304191,2558.9915
168,0.6788685524126455,3818.632
169,0.32603044931303377,21431.78
170,0.9718693284936479,465.86667
171,0.6244967154058063,13385.507
172,0.39231664726426074,8218.412
173,0.5808648280558393,4879.219
174,0.8488348113012992,2825.2778
175,0.44066455696202533,11103.896
176,0.7213930348258707,9580.887
177,0.5773439810706892,11070.393
178,0.5955510616784631,15683.781
179,0.6675202731540759,3087.7896
180,0.8448250834663957,4204.4956
181,0.608,10077.857
182,0.9489136817381092,909.22473
183,0.6960639242379402,7761.3096
184,0.4529365700861394,13323.084
185,0.6392063070245372,15905.856
186,0.684924360980699,4443.5527
187,0.7202344608621322,8880.666
188,0.7344809598330725,11879.192
189,0.6732129963898917,8280.09
190,0.4421249415796853,13987.645
191,0.6651053864168618,4387.049
192,0.0,5407.0127
193,0.7471665213600698,4582.341
194,0.8558062740781508,4142.151
195,0.6740903387703889,8069.711
196,0.4602307225258045,3408.6094
197,0.5758513931888545,14928.857
198,0.8481501932633904,1040.1714
199,0.33193746510329425,18587.596
