dice,mse
0.9953285580815945,0.001592808730416186
0.9824794854734975,0.003996808243824491
0.9970506177760063,0.001724271088643791
0.9656873738506392,0.008381040720516146
0.9953218261009841,0.0014712227568723568
0.9751703992210321,0.005694492315155229
0.9975159136780003,0.0014816632650302768
0.994500962331592,0.0018632303756367743
0.9952526280094948,0.0013188559162942138
0.995417048579285,0.0009347554125816995
0.9878345498783455,0.0017591303525086506
0.9884341637010676,0.0022725118118632256
0.9865424430641822,0.002660758294586217
0.9957090989107713,0.0016679366484645332
0.9968570499620678,0.0014038170415224915
0.9727177334732424,0.0023030476934952906
0.9927431059506531,0.0017676034683174742
0.9764125068568295,0.0022206875435529603
0.9928154467894028,0.0014006894884179165
0.9958610068341515,0.0018070095110654556
0.9953070394408388,0.002335688009119089
0.9795615013006317,0.002734206044550173
0.9326072157930565,0.0056766769016123615
0.9756427604871448,0.0017362087298154556
0.9905460158209531,0.0023663449754901963
0.9935483870967742,0.0011727854821462899
0.9146579804560261,0.007229339939866878
0.9819844044097876,0.0030587506908400616
0.9970942299709423,0.0009703355530324875
0.8876645240281604,0.02171189322466119
0.9950943396226415,0.0013909839364667437
0.9970726514681096,0.001739567188701461
0.978776529338327,0.006285174647371203
0.9867635608616663,0.002317092584582853
0.9965811965811966,0.0014287257680339295
0.9024171888988362,0.079392479379926
0.9952075048434792,0.0021027087688629377
0.9968281745597725,0.0014321029997476933
0.9817295980511571,0.002729984035587274
0.9768583450210379,0.003177772296112072
0.9947800149142431,0.0010099987835207613
0.8932038834951457,0.012089148216731547
0.989819610644758,0.003022311693519319
0.9833555259653795,0.0022666603214508843
0.9728729963008631,0.004677970912629757
0.9936500985329538,0.0013425828932982506
0.965589519650655,0.011187149511305748
0.997471280976808,0.0015150385368608227
0.9844173441734417,0.0021200285797529795
0.9787626962142197,0.0022759172028186275
0.8458244111349036,0.01677110929390138
0.9941371399439205,0.0019107049797553828
0.996687898089172,0.0012249955320669938
0.9818506396905683,0.0030081522881824294
0.967940813810111,0.0025324891943603422
0.9921568627450981,0.0022150256587009807
0.9952800503461297,0.0012997949256295656
0.9910895099230458,0.002124458028462611
0.9951923076923077,0.0015672607891195696
0.9842696629213483,0.0036764443062764322
0.9964285714285714,0.0016124244581410998
0.9948800862301267,0.000841960386329777
0.9943568224569527,0.0017115478046304308
0.9916799433528058,0.0020664387269920224
0.9959043250327654,0.0020859042720948674
0.931047619047619,0.010487047875216263
0.9956076134699854,0.0009785993518118033
0.9940661203729867,0.0008477931039143599
0.9747023809523809,0.0014983814067906574
0.9822171774498676,0.0018921348985366203
0.9388437649307214,0.015046369823205018
0.9963336388634281,0.001076504341779604
0.9907329401853412,0.0025196926963187236
0.9766397124887691,0.0022108993911596504
0.9574413206087181,0.00963267489517253
0.9428418803418803,0.01260273899311563
0.9978919338732941,0.0010964852010044213
0.9950203712086917,0.0014288308958693772
0.992597941866763,0.0017884403684880817
0.9981370592149035,0.001478919616253364
0.9957591178965225,0.0014745793384755863
0.9842357779300891,0.0021726910548226642
0.9166729168229206,0.06699034682423827
0.984903934126258,0.0029975456404988466
0.9975970290541033,0.0015214090959606882
0.9252013808975834,0.007133298153054114
0.9782843830601547,0.015892094161500385
0.9938271604938271,0.0011109280760404653
0.9854323308270677,0.002930377401420127
0.986414445399828,0.00378488648446511
0.9804482594182165,0.0021080712271121685
0.993798449612403,0.0017327995842945022
0.972874756651525,0.012332038571402826
0.9744084983099952,0.0023439677648019993
0.9968486070843313,0.0012306292576773356
0.9954001839926403,0.0009628527038879277
0.9841348949248276,0.010573121290489235
0.9966314500076559,0.002119594927431757
0.9826235093696764,0.0027729728725129758
0.9931450507266246,0.0012261866679882738
0.996506710792425,0.0016693446105464245
0.991346877351392,0.0021614545787677812
0.9963772093533868,0.0015142134710808344
0.9890526315789474,0.0021781914933559207
0.9922212618841832,0.0017604444504517494
0.9869468322190386,0.001855193728073337
0.9969512195121951,0.0017968872023380433
0.9961076873175478,0.0012621075352628798
0.9784070796460177,0.0028395901290969817
0.9963216853369001,0.0019724046941080355
0.995400475812847,0.0015051255451629182
0.9954992498749792,0.001242963944156094
0.9854461891995404,0.003970115160034602
0.9973964894599815,0.0016043784241637831
0.9870013446884806,0.008382599803861496
0.9918938835666913,0.0019924268535539214
0.9973585936788414,0.0015497560658761054
0.996854498067763,0.0014649019457660514
0.9855508729680915,0.002303227912641772
0.9811320754716981,0.0014359298406862746
0.9941338854382332,0.0014641979647251058
0.9974966025320077,0.0016246483849360824
0.9789954337899544,0.002347394744509323
0.9976538780016561,0.0018049829843089196
0.9962742926190716,0.0013905014747933487
0.9932609509546986,0.0015953956260813151
0.9753197622050082,0.007547139509143118
0.9829545454545454,0.0013930630271410036
0.9961579509071505,0.0017098385386630143
0.9769094138543517,0.0036428015216503273
0.9788583509513742,0.0018413703563533257
0.9924385633270322,0.0013592503484236833
0.971049457177322,0.002384758303597174
0.9947886508396062,0.0015983401441152442
0.9825274278748476,0.004548589522359189
0.9822485207100592,0.0031735728145424837
0.9940291378074994,0.0011951213926134178
0.9895088221268479,0.0020540495993127644
0.9949345715491769,0.0013895309195982315
0.9888403687530325,0.002298017514297386
0.9944417976814356,0.0014079480022707613
0.9865681665547347,0.0018194652822832564
0.9866737739872068,0.002594317502583141
0.9346314325452016,0.005128529103890331
0.9941002949852508,0.0011944286752691273
0.981630309988519,0.0014849532030949636
0.9905828455077628,0.0016900088007016532
0.9872416891284815,0.004014412463055074
0.9872650090964221,0.0019943660866613803
0.9818809318377912,0.0021529354695309496
0.987585102122547,0.003074239212382257
0.9982611444830857,0.0011505941224529029
0.996656346749226,0.0012546378270977508
0.9970169042094796,0.0018542841845684355
0.9959756237783144,0.0016307542471645522
0.9971959858323495,0.0018765703470420031
0.9885350318471338,0.0025320348919285855
0.9295212765957447,0.0055456284842368316
0.9977846699158175,0.001514127116073145
0.9878968601999649,0.003297730665489235
0.9761904761904762,0.00588955982975298
0.9773635153129161,0.0033756031709558823
0.9932003626473255,0.0013313633127883507
0.9382417050133204,0.014735153884623703
0.9734684032802702,0.0030282382752426958
0.975702715578847,0.0023584378604382932
0.9898361335822443,0.002407137391568147
0.9929805615550756,0.0011147577329032104
0.974768280123584,0.004834070730007689
0.9052461662631154,0.07069736361916089
0.993510852539718,0.0014180215016460016
0.995112722686426,0.0013377648470540178
0.9944794952681388,0.0011597477532679739
0.9886828798458945,0.002102999747693195
0.984323733138899,0.0044155098850201845
0.9943189324877791,0.0023377445724000385
0.9957272896154561,0.0021643286986976163
0.9973931769239488,0.001386210945009131
0.9958495460440986,0.0016468754130022105
0.9777632439502943,0.003204052377691272
0.9955880499180638,0.001700193059760669
0.996644658512826,0.0015094742707131873
0.9941409941409941,0.0016115027122981546
0.9898785425101214,0.0021133651645400806
0.9855530474040632,0.0031967797842176087
0.9975423074222316,0.0015430438413110343
0.97782340862423,0.0054920987045247015
0.9892725444183708,0.0030974208387399074
0.9947474747474747,0.0027574702713499617
0.9890377588306942,0.0032676396998750482
0.9974015590645613,0.001091799503195886
0.9895760945100764,0.00210082773152153
0.0,0.08417090838709872
0.9925100156767114,0.0020677162179209923
0.9963273871983211,0.0013264973958333334
0.9966142684401451,0.0014296550230079776
0.9754273504273504,0.0022313185959126295
0.9967845659163987,0.0014388161629541522
0.9705171580473658,0.0031802305979070555
0.9791144527986633,0.002544347051014033
